"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"European Equities";"";;;;;;;;;;;
"10 Jan 2019";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"DGB GROUP N.V.";"NL0009169515";"DGB";"Euronext Amsterdam";"EUR";"0.796";"0.796";"0.77";"0.77";"10/01/2019 17:24";"CET";"4077";"3211.496"
"DIAGEO";"GB0002374006";"DGE";"Euronext Paris";"EUR";"30.00";"30.00";"30.00";"30.00";"10/01/2019 10:43";"CET";"125";"3750.00"
"DIAGNOSTIC MEDICAL";"FR0012202497";"DGM";"Euronext Paris";"EUR";"0.78";"0.85";"0.77";"0.82";"10/01/2019 17:35";"CET";"25312";"20605.342"
"DIEGEM KENNEDYCERT";"BE0003698124";"DIEG";"Euronext Brussels";"EUR";"111.24";"111.24";"111.24";"111.24";"10/01/2019 16:30";"CET";"80";"8899.20"
"DIETSWELL";"FR0010377127";"ALDIE";"Euronext Growth Paris";"EUR";"0.89";"0.935";"0.87";"0.90";"10/01/2019 17:15";"CET";"17986";"16090.255"
"DIGIGRAM";"FR0000035784";"DIG";"Euronext Paris";"EUR";"0.80";"0.80";"0.80";"0.80";"09/01/2019 13:56";"CET";"719";"575.20"
"DIGITECH";"FR0000079824";"MLDIG";"Euronext Access Paris";"EUR";"1.30";"1.30";"1.30";"1.30";"01/08/2018 11:30";"CET";"400";"520.00"
"DISTRI-LAND CERT";"BE0003605160";"DISL";"Euronext Brussels";"EUR";"167.02";"167.02";"167.02";"167.02";"10/01/2019 16:30";"CET";"20";"3340.40"
"DNXCORP";"FR0010436584";"DNX";"Euronext Paris";"EUR";"5.06";"5.08";"4.95";"5.08";"10/01/2019 17:35";"CET";"768";"3812.13"
"DOCK.PETR.AMBES AM";"FR0000065260";"DPAM";"Euronext Paris";"EUR";"466.00";"466.00";"466.00";"466.00";"09/01/2019 16:30";"CET";"10";"4660.00"
"DOLPHIN INTEGRAT.";"FR0004022754";"ALDOL";"Euronext Growth Paris";"EUR";"3.60";"3.66";"3.60";"3.66";"16/08/2018 16:48";"CET";"1344";"4918.92"
"DONTNOD";"FR0013331212";"ALDNE";"Euronext Growth Paris";"EUR";"20.00";"20.00";"17.80";"18.90";"10/01/2019 17:35";"CET";"4328";"81850.854"
"DPA GROUP";"NL0009197771";"DPA";"Euronext Amsterdam";"EUR";"1.38";"1.38";"1.32";"1.32";"10/01/2019 15:46";"CET";"8152";"10892.20"
"DRONE VOLT";"FR0013088606";"ALDRV";"Euronext Growth Paris";"EUR";"0.242";"0.28";"0.236";"0.24";"10/01/2019 17:35";"CET";"2818112";"712667.921"
"DRONE VOLT BS";"FR0012860542";"DRVBS";"Euronext Growth Paris";"EUR";"0.30";"0.30";"0.30";"0.30";"31/03/2017 16:00";"CET";"1500";"450.00"
"DSM KON";"NL0000009827";"DSM";"Euronext Amsterdam";"EUR";"75.28";"75.76";"74.16";"75.76";"10/01/2019 17:39";"CET";"439354";"33082751.94"
"DUTCH STAR C SHAR";"NL0012747059";"DSC1";"Euronext Amsterdam";"EUR";"9.20";"9.20";"9.20";"9.20";"09/01/2019 15:30";"CET";"5600";"51520.00"
"DUTCH STAR C WAR";"NL0012747067";"DSC1W";"Euronext Amsterdam";"EUR";"0.31";"0.31";"0.30";"0.30";"09/01/2019 11:34";"CET";"15000";"4560.00"
"DWC 3.0";"IT0005154635";"MLDWC";"Euronext Access Paris";"EUR";"1.25";"1.25";"1.13";"1.13";"09/05/2018 16:30";"CET";"3";"3.51"
"DYNAFOND";"FR0000052920";"MLDYN";"Euronext Access Paris";"EUR";"4.90";"4.90";"4.90";"4.90";"09/11/2018 16:30";"CET";"700";"3430.00"
"DYNEX ENERGY SA";"LU0881232630";"MLDYX";"Euronext Access Paris";"EUR";"3.14";"3.14";"3.14";"3.14";"10/12/2018 11:30";"CET";"10";"31.40"
"E.ON SE";"DE000ENAG999";"EON";"Traded not listed Brussels";"EUR";"8.944";"8.944";"8.944";"8.944";"09/01/2019 11:33";"CET";"110";"983.84"
"EASE2PAY NV";"NL0000345627";"EAS2P";"Euronext Amsterdam";"EUR";"1.59";"1.59";"1.57";"1.57";"10/01/2019 14:32";"CET";"2500";"3959.74"
"EASSON HOLDINGS";"HK0000038783";"MLEAS";"Euronext Access Paris";"EUR";"2.18";"2.24";"2.18";"2.24";"10/01/2019 16:30";"CET";"225";"500.04"
"EASYVISTA";"FR0010246322";"ALEZV";"Euronext Growth Paris";"EUR";"35.60";"36.80";"35.60";"36.80";"10/01/2019 14:28";"CET";"369";"13478.00"
"EAUX DE DOUAI";"FR0005142999";"MLEAU";"Euronext Access Paris";"EUR";"77.00";"77.00";"77.00";"77.00";"05/12/2018 16:30";"CET";"8";"616.00"
"EAUX DE ROYAN";"FR0007200100";"MLEDR";"Euronext Access Paris";"EUR";"149.00";"149.00";"149.00";"149.00";"07/01/2019 16:30";"CET";"38";"5662.00"
"EAVS";"FR0010536185";"MLEAV";"Euronext Access Paris";"EUR";"13.95";"13.95";"13.95";"13.95";"23/07/2010 15:00";"CET";"10";"139.50"
"ECA";"FR0010099515";"ECASA";"Euronext Paris";"EUR";"12.50";"13.65";"12.35";"13.20";"10/01/2019 17:35";"CET";"2884";"37683.85"
"ECKERT-ZIEGLER BG";"BE0974300320";"EZBG";"Euronext Brussels";"EUR";"12.00";"12.00";"12.00";"12.00";"10/01/2019 17:25";"CET";"143";"1716.00"
"ECOLUTIONS";"DE000A0XYM45";"MLECO";"Euronext Access Paris";"EUR";"1.25";"1.25";"1.25";"1.25";"21/12/2016 15:00";"CET";"100";"125.00"
"ECONOCOM GROUP";"BE0974313455";"ECONB";"Euronext Brussels";"EUR";"3.18";"3.192";"3.104";"3.118";"10/01/2019 17:35";"CET";"172448";"542306.216"
"ECOSLOPS";"FR0011490648";"ALESA";"Euronext Growth Paris";"EUR";"11.50";"11.50";"11.25";"11.30";"10/01/2019 16:52";"CET";"539";"6112.30"
"EDENRED";"FR0010908533";"EDEN";"Euronext Paris";"EUR";"34.67";"35.48";"34.55";"35.47";"10/01/2019 17:35";"CET";"312127";"10997144.40"
"EDENRED NV19";"FR0013391950";"EDENV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"EDF";"FR0010242511";"EDF";"Euronext Paris";"EUR";"13.745";"13.975";"13.745";"13.895";"10/01/2019 17:35";"CET";"2305423";"32029478.11"
"EDITIONS DU SIGNE";"FR0000052755";"MLEDS";"Euronext Access Paris";"EUR";"0.67";"0.67";"0.67";"0.67";"09/01/2019 11:30";"CET";"857";"574.19"
"EDP";"PTEDP0AM0009";"EDP";"Euronext Lisbon";"EUR";"3.07";"3.086";"3.056";"3.062";"10/01/2019 22:35";"BST";"4497406";"13779536.117"
"EDP RENOVAVEIS";"ES0127797019";"EDPR";"Euronext Lisbon";"EUR";"7.78";"7.95";"7.78";"7.86";"10/01/2019 22:35";"BST";"53048";"417826.17"
"EDUNIVERSAL";"FR0010439265";"MLEDU";"Euronext Access Paris";"EUR";"8.42";"8.42";"8.42";"8.42";"18/04/2012 15:00";"CET";"850";"7157.00"
"EES";"FR0010945733";"MLEES";"Euronext Access Paris";"EUR";"0.101";"0.101";"0.101";"0.101";"04/01/2019 16:30";"CET";"177";"17.88"
"EGIDE";"FR0000072373";"GID";"Euronext Paris";"EUR";"1.48";"1.575";"1.48";"1.57";"10/01/2019 17:16";"CET";"19205";"29584.22"
"EIFFAGE";"FR0000130452";"FGR";"Euronext Paris";"EUR";"73.22";"74.72";"73.20";"74.68";"10/01/2019 17:35";"CET";"330687";"24541678.42"
"EKINOPS";"FR0011466069";"EKI";"Euronext Paris";"EUR";"2.83";"2.925";"2.825";"2.83";"10/01/2019 17:35";"CET";"16901";"48239.32"
"ELEC.STRASBOURG";"FR0000031023";"ELEC";"Euronext Paris";"EUR";"104.00";"104.00";"100.00";"102.50";"10/01/2019 17:10";"CET";"4243";"434243.00"
"ELECTRO POWER";"FR0012650166";"EPS";"Euronext Paris";"EUR";"13.65";"13.70";"13.50";"13.55";"10/01/2019 17:15";"CET";"4034";"54941.75"
"ELIA";"BE0003822393";"ELI";"Euronext Brussels";"EUR";"60.40";"61.50";"60.40";"61.40";"10/01/2019 17:35";"CET";"33488";"2047866.50"
"ELIOR GROUP";"FR0011950732";"ELIOR";"Euronext Paris";"EUR";"13.37";"13.37";"12.61";"12.61";"10/01/2019 17:35";"CET";"672541";"8578960.60"
"ELIS";"FR0012435121";"ELIS";"Euronext Paris";"EUR";"15.10";"15.20";"14.76";"14.93";"10/01/2019 17:35";"CET";"399625";"5965455.46"
"EMAKINA GROUP";"BE0003843605";"ALEMK";"Euronext Growth Brussels";"EUR";"13.50";"13.50";"13.50";"13.50";"10/01/2019 11:30";"CET";"1";"13.50"
"EMOVA BS";"FR0013245123";"ALEBS";"Euronext Growth Paris";"EUR";"0.0305";"0.0305";"0.0305";"0.0305";"24/09/2018 16:30";"CET";"37000";"1128.50"
"EMOVA GROUP";"FR0013356755";"ALEMV";"Euronext Growth Paris";"EUR";"3.02";"3.24";"3.02";"3.10";"10/01/2019 16:55";"CET";"10588";"32613.04"
"ENCRES DUBUIT";"FR0004030708";"ALDUB";"Euronext Growth Paris";"EUR";"5.16";"5.18";"5.14";"5.14";"10/01/2019 17:35";"CET";"45";"232.36"
"ENENSYS";"FR0013330792";"ALNN6";"Euronext Growth Paris";"EUR";"3.64";"3.64";"3.61";"3.61";"10/01/2019 12:40";"CET";"297";"1075.35"
"ENERTIME";"FR0011915339";"ALENE";"Euronext Growth Paris";"EUR";"1.325";"1.325";"1.275";"1.275";"10/01/2019 10:57";"CET";"2596";"3354.95"
"ENGIE";"FR0010208488";"ENGI";"Euronext Paris, Brussels";"EUR";"13.12";"13.47";"13.075";"13.465";"10/01/2019 17:35";"CET";"7369770";"98737858.925"
"ENI";"IT0003132476";"ENI";"Traded not listed Brussels";"EUR";"14.45";"14.45";"14.15";"14.15";"10/01/2019 14:21";"CET";"653";"9332.85"
"ENTREPARTICULIERS";"FR0010424697";"ALENT";"Euronext Growth Paris";"EUR";"0.73";"0.74";"0.73";"0.74";"10/01/2019 15:33";"CET";"121";"89.53"
"ENTREPRENDRE";"FR0000045122";"ALENR";"Euronext Growth Paris";"EUR";"19.80";"19.80";"19.80";"19.80";"19/12/2018 11:30";"CET";"28";"554.40"
"ENVEA";"FR0010278762";"ALTEV";"Euronext Growth Paris";"EUR";"53.60";"54.00";"53.60";"54.00";"10/01/2019 14:02";"CET";"159";"8542.40"
"ENVIPCO";"NL0009901610";"ENVI";"Euronext Amsterdam, Brussels";"EUR";"11.50";"11.50";"11.50";"11.50";"10/01/2019 09:00";"CET";"1";"11.50"
"EO2";"FR0010465534";"ALEO2";"Euronext Growth Paris";"EUR";"2.50";"2.56";"2.50";"2.56";"10/01/2019 17:35";"CET";"14122";"35562.08"
"EOS IMAGING";"FR0011191766";"EOSI";"Euronext Paris";"EUR";"2.96";"2.985";"2.95";"2.97";"10/01/2019 17:21";"CET";"4055";"12011.685"
"ERAMET";"FR0000131757";"ERA";"Euronext Paris";"EUR";"63.65";"63.80";"62.15";"62.60";"10/01/2019 17:35";"CET";"77566";"4878804.60"
"ERYTECH PHARMA";"FR0011471135";"ERYP";"Euronext Paris";"EUR";"6.63";"6.715";"6.61";"6.635";"10/01/2019 17:35";"CET";"10988";"73063.215"
"ESI GROUP";"FR0004110310";"ESI";"Euronext Paris";"EUR";"28.00";"28.70";"27.95";"28.00";"10/01/2019 17:36";"CET";"2291";"64591.30"
"ESKER";"FR0000035818";"ALESK";"Euronext Growth Paris";"EUR";"64.20";"64.30";"63.60";"63.90";"10/01/2019 17:35";"CET";"1033";"66063.90"
"ESPERITE";"NL0009272137";"ESP";"Euronext Amsterdam, Paris";"EUR";"0.13";"0.135";"0.1284";"0.1284";"10/01/2019 17:35";"CET";"329834";"43019.54"
"ESSILOR INTER NV19";"FR0013391968";"ELNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ESSILORLUXOTTICA";"FR0000121667";"EL";"Euronext Paris";"EUR";"111.75";"112.20";"111.25";"112.10";"10/01/2019 17:39";"CET";"640568";"71678678.75"
"ESSO";"FR0000120669";"ES";"Euronext Paris";"EUR";"35.60";"35.65";"35.05";"35.50";"10/01/2019 17:35";"CET";"2661";"94072.40"
"EST REPUBLICAIN";"FR0005310463";"MLEST";"Euronext Access Paris";"EUR";"9.90";"9.90";"9.90";"9.90";"07/05/2018 16:30";"CET";"20";"198.00"
"ESTORIL SOL N";"PTESO0AM0000";"ESON";"Euronext Lisbon";"EUR";"10.00";"10.00";"10.00";"10.00";"10/01/2019 19:04";"BST";"1316";"13160.00"
"EURASIA FONC INV";"FR0000061475";"EFI";"Euronext Paris";"EUR";"0.244";"0.244";"0.244";"0.244";"07/01/2019 16:30";"CET";"1380";"336.71"
"EURASIA GROUPE";"FR0010844001";"ALEUA";"Euronext Growth Paris";"EUR";"7.05";"7.05";"7.05";"7.05";"02/01/2019 11:30";"CET";"100";"705.00"
"EURAZEO";"FR0000121121";"RF";"Euronext Paris";"EUR";"63.25";"64.25";"63.00";"64.05";"10/01/2019 17:35";"CET";"112086";"7167542.35"
"EURO RESSOURCES";"FR0000054678";"EUR";"Euronext Paris";"EUR";"3.04";"3.18";"3.00";"3.18";"10/01/2019 17:35";"CET";"12210";"37903.35"
"EUROBIO-SCIENTIFIC";"FR0013240934";"ALERS";"Euronext Growth Paris";"EUR";"3.22";"3.22";"3.13";"3.13";"10/01/2019 17:35";"CET";"4164";"13160.735"
"EUROCASTLE INVEST.";"GB00B94QM994";"ECT";"Euronext Amsterdam";"EUR";"6.62";"6.86";"6.62";"6.84";"10/01/2019 17:35";"CET";"2665";"17869.94"
"EUROCOMMERCIAL";"NL0000288876";"ECMPA";"Euronext Amsterdam, Brussels";"EUR";"27.12";"27.26";"26.60";"26.78";"10/01/2019 17:35";"CET";"145462";"3909747.52"
"EUROFINS CEREP";"FR0013256518";"ALECR";"Euronext Growth Paris";"EUR";"6700.00";"6700.00";"6700.00";"6700.00";"12/12/2018 11:30";"CET";"1";"6700.00"
"EUROFINS SCIE NV19";"FR0013383189";"ERFNV";"Euronext Paris";"EUR";"347.60";"347.60";"347.60";"347.60";"10/01/2019 16:30";"CET";"100";"34760.00"
"EUROFINS SCIENT.";"FR0000038259";"ERF";"Euronext Paris";"EUR";"353.00";"357.40";"349.20";"354.40";"10/01/2019 17:35";"CET";"26599";"9397423.20"
"EUROGERM";"FR0010452474";"ALGEM";"Euronext Growth Paris";"EUR";"33.80";"34.00";"33.80";"34.00";"10/01/2019 09:18";"CET";"3";"101.80"
"EUROLAND CORPORATE";"FR0010157115";"MLERO";"Euronext Access Paris";"EUR";"0.505";"0.505";"0.505";"0.505";"27/12/2018 11:30";"CET";"1200";"606.01"
"EUROMEDIS GROUPE";"FR0000075343";"EMG";"Euronext Paris";"EUR";"6.60";"6.60";"6.60";"6.60";"10/01/2019 11:33";"CET";"311";"2052.60"
"EURONAV";"BE0003816338";"EURN";"Euronext Brussels";"EUR";"6.805";"6.91";"6.685";"6.765";"10/01/2019 17:35";"CET";"557257";"3790953.31"
"EURONEXT";"NL0006294274";"ENX";"Euronext Paris, Amsterdam, Brussels";"EUR";"51.80";"52.25";"51.35";"52.00";"10/01/2019 17:35";"CET";"117540";"6103395.55"
"EURONEXT";"NL0006294274";"ENXP";"Euronext Lisbon";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"EUROPACORP";"FR0010490920";"ECP";"Euronext Paris";"EUR";"1.19";"1.245";"1.11";"1.16";"10/01/2019 17:35";"CET";"161013";"190955.12"
"EUROPCAR MOBILITY";"FR0012789949";"EUCAR";"Euronext Paris";"EUR";"8.29";"8.39";"8.20";"8.30";"10/01/2019 17:35";"CET";"289173";"2399958.805"
"EUROPLASMA";"FR0000044810";"ALEUP";"Euronext Growth Paris";"EUR";"0.0545";"0.06";"0.052";"0.057";"10/01/2019 17:35";"CET";"3889773";"219874.0711"
"EUROPLASMA BSB";"FR0012160661";"EURBT";"Euronext Growth Paris";"EUR";"0.0015";"0.0015";"0.0015";"0.0015";"09/01/2019 17:35";"CET";"17755";"26.64"
"EUROPLASMA BSC";"FR0013294089";"EURBU";"Euronext Growth Paris";"EUR";"0.0029";"0.0036";"0.0029";"0.0036";"10/01/2019 17:21";"CET";"40000";"123.00"
"EUROPUBLIDIS";"BE0003842599";"ALPBS";"Euronext Growth Brussels";"EUR";"0.28";"0.28";"0.28";"0.28";"13/12/2018 16:30";"CET";"600";"168.00"
"EUTELSAT COMMUNIC.";"FR0010221234";"ETL";"Euronext Paris";"EUR";"18.25";"18.68";"17.89";"18.045";"10/01/2019 17:35";"CET";"871182";"15853340.92"
"EVADIX";"BE0003840577";"ALEVA";"Euronext Growth Brussels";"EUR";"0.17";"0.17";"0.17";"0.17";"05/12/2018 16:30";"CET";"1100";"187.00"
"EVERSET";"FR0000044745";"MLEVE";"Euronext Access Paris";"EUR";"0.0005";"0.0005";"0.0005";"0.0005";"28/12/2018 16:30";"CET";"140";"0.07"
"EVOLIS";"FR0004166197";"ALTVO";"Euronext Growth Paris";"EUR";"21.90";"21.90";"21.90";"21.90";"10/01/2019 15:27";"CET";"101";"2211.90"
"EVS BROADC.EQUIPM.";"BE0003820371";"EVS";"Euronext Brussels";"EUR";"23.10";"23.10";"22.75";"22.85";"10/01/2019 17:35";"CET";"8134";"186368.15"
"EXACOMPTA CLAIREF.";"FR0000064164";"EXAC";"Euronext Paris";"EUR";"103.00";"103.00";"103.00";"103.00";"10/01/2019 16:30";"CET";"150";"15450.00"
"EXEL INDUSTRIES";"FR0004527638";"EXE";"Euronext Paris";"EUR";"71.60";"74.80";"71.60";"74.80";"10/01/2019 17:21";"CET";"221";"16209.80"
"EXMAR";"BE0003808251";"EXM";"Euronext Brussels";"EUR";"6.12";"6.15";"6.09";"6.12";"10/01/2019 17:35";"CET";"16334";"99932.29"
"EXPLOS.PROD.CHI.PF";"FR0000037343";"EPCP";"Euronext Paris";"EUR";"860.00";"860.00";"860.00";"860.00";"28/12/2018 11:30";"CET";"4";"3440.00"
"EXPLOSIFS PROD.CHI";"FR0000039026";"EXPL";"Euronext Paris";"EUR";"820.00";"820.00";"820.00";"820.00";"04/01/2019 16:30";"CET";"5";"4100.00"
"FAGRON";"BE0003874915";"FAGR";"Euronext Brussels, Amsterdam";"EUR";"15.50";"15.70";"15.39";"15.63";"10/01/2019 17:35";"CET";"68995";"1074525.38"
"FARMINVESTE";"PTFNV1AM0002";"MLFMV";"Euronext Access Lisbon";"EUR";"3.95";"3.95";"3.95";"3.95";"04/01/2019 16:30";"BST";"150";"592.50"
"FASHION B AIR";"FR0004034593";"ALFBA";"Euronext Growth Paris";"EUR";"0.218";"0.218";"0.218";"0.218";"10/01/2019 12:02";"CET";"1000";"218.00"
"FAURECIA";"FR0000121147";"EO";"Euronext Paris";"EUR";"36.00";"36.00";"34.40";"35.09";"10/01/2019 17:35";"CET";"1040987";"36597310.35"
"FAUVET GIREL";"FR0000063034";"FAUV";"Euronext Paris";"EUR";"32.20";"32.20";"32.20";"32.20";"26/09/2018 16:30";"CET";"47";"1513.40"
"FAYENC.SARREGUEMI.";"FR0000031973";"FAYE";"Euronext Paris";"EUR";"36.20";"36.20";"36.20";"36.20";"10/01/2019 11:30";"CET";"1";"36.20"
"FD";"FR0012300424";"MLFDV";"Euronext Access Paris";"EUR";"1.50";"1.50";"1.50";"1.50";"07/01/2019 16:30";"CET";"1";"1.50"
"FENALU";"PTFEN0AP0006";"FEN";"Euronext Access Lisbon";"EUR";"0.01";"0.01";"0.01";"0.01";"07/12/2018 21:30";"BST";"1000";"10.00"
"FERM.CAS.MUN.CANNE";"FR0000062101";"FCMC";"Euronext Paris";"EUR";"1350.00";"1350.00";"1350.00";"1350.00";"10/01/2019 11:30";"CET";"15";"20250.00"
"FERMENTALG";"FR0011271600";"FALG";"Euronext Paris";"EUR";"2.65";"2.65";"2.52";"2.59";"10/01/2019 17:16";"CET";"5968";"15407.01"
"FFP";"FR0000064784";"FFP";"Euronext Paris";"EUR";"84.00";"84.10";"82.70";"83.60";"10/01/2019 17:35";"CET";"7266";"605451.60"
"FIDUCIAL OFF.SOL.";"FR0000061418";"SACI";"Euronext Paris";"EUR";"28.40";"28.40";"28.40";"28.40";"10/01/2019 11:30";"CET";"1";"28.40"
"FIDUCIAL REAL EST.";"FR0000060535";"ORIA";"Euronext Paris";"EUR";"170.00";"170.00";"170.00";"170.00";"10/01/2019 11:30";"CET";"3";"510.00"
"FIGEAC AERO";"FR0011665280";"FGA";"Euronext Paris";"EUR";"12.16";"12.84";"12.04";"12.74";"10/01/2019 17:35";"CET";"33406";"417506.02"
"FILAE";"FR0010221069";"ALFIL";"Euronext Growth Paris";"EUR";"5.40";"5.40";"5.40";"5.40";"09/01/2019 11:30";"CET";"100";"540.00"
"FIN.ETANG BERRE";"FR0000062341";"BERR";"Euronext Paris";"EUR";"5.30";"5.30";"5.30";"5.30";"28/12/2018 11:30";"CET";"35";"185.50"
"FIN.ETANG BERRE PF";"FR0000062507";"EBPF";"Euronext Paris";"EUR";"105.00";"105.00";"105.00";"105.00";"21/12/2018 16:30";"CET";"10";"1050.00"
"FIN.OUEST AFRICAIN";"SN0000033192";"FOAF";"Euronext Paris";"EUR";"4.02";"4.02";"4.02";"4.02";"27/11/2018 11:30";"CET";"45";"180.90"
"FINANCIERE MARJOS";"FR0000060824";"FINM";"Euronext Paris";"EUR";"0.22";"0.22";"0.22";"0.22";"08/01/2019 16:30";"CET";"1000";"220.00"
"FINANCIERE ODET";"FR0000062234";"ODET";"Euronext Paris";"EUR";"800.00";"800.00";"788.00";"790.00";"10/01/2019 17:35";"CET";"52";"41194.00"
"FINATIS";"FR0000035123";"FNTS";"Euronext Paris";"EUR";"41.20";"41.20";"41.20";"41.20";"10/01/2019 11:30";"CET";"1";"41.20"
"FINAXO";"FR0010487272";"MLFXO";"Euronext Access Paris";"EUR";"4.70";"4.70";"4.70";"4.70";"25/07/2018 16:30";"CET";"1000";"4700.00"
"FIPP";"FR0000038184";"FIPP";"Euronext Paris";"EUR";"0.288";"0.299";"0.28";"0.299";"10/01/2019 14:56";"CET";"6000";"1743.488"
"FIRSTCAUTION";"CH0120879058";"MLFIR";"Euronext Access Paris";"EUR";"6.60";"6.60";"6.60";"6.60";"12/03/2018 12:15";"CET";"3800";"25080.00"
"FLEURY MICHON";"FR0000074759";"FLE";"Euronext Paris";"EUR";"44.10";"46.00";"43.10";"46.00";"10/01/2019 17:22";"CET";"8826";"393567.80"
"FLEURYMBSAR22MAR20";"FR0011408731";"FLEBS";"Euronext Paris";"EUR";"8.00";"8.00";"8.00";"8.00";"27/09/2018 10:29";"CET";"500";"4000.00"
"FLEXDEAL";"PTFXD0AM0018";"FLEXD";"Euronext Lisbon";"EUR";"5.25";"5.25";"5.00";"5.00";"10/01/2019 21:08";"BST";"3576";"18327.00"
"FLEXOS";"BE0003885051";"FLEX";"Euronext Access Brussels";"EUR";"2.48";"2.48";"2.48";"2.48";"07/01/2019 16:30";"CET";"10";"24.80"
"FLORIDIENNE";"BE0003215143";"FLOB";"Euronext Brussels";"EUR";"173.00";"173.00";"173.00";"173.00";"10/01/2019 11:30";"CET";"90";"15570.00"
"FLOW TRADERS";"NL0011279492";"FLOW";"Euronext Amsterdam";"EUR";"30.00";"30.82";"29.20";"29.20";"10/01/2019 17:35";"CET";"273229";"8204362.60"
"FLUXYS BELGIUM D";"BE0974265945";"FLUX";"Euronext Brussels";"EUR";"24.90";"25.30";"24.90";"25.30";"10/01/2019 17:35";"CET";"1171";"29361.40"
"FNAC DARTY";"FR0011476928";"FNAC";"Euronext Paris";"EUR";"55.90";"59.00";"55.00";"58.50";"10/01/2019 17:35";"CET";"97628";"5543428.95"
"FNG NV";"BE0974332646";"FNG";"Euronext Brussels, Amsterdam";"EUR";"18.80";"19.00";"18.80";"19.00";"09/01/2019 11:37";"CET";"161";"3028.60"
"FOCUS HOME INT";"FR0012419307";"ALFOC";"Euronext Growth Paris";"EUR";"24.50";"24.80";"24.50";"24.80";"10/01/2019 17:35";"CET";"640";"15731.10"
"FONC ATLAND BSA";"FR0012951028";"FATBS";"Euronext Paris";"EUR";"1.92";"1.92";"1.92";"1.92";"23/11/2018 14:19";"CET";"10";"19.20"
"FONC. PARIS NORD";"FR0011277391";"FPN";"Euronext Paris";"EUR";"0.0326";"0.0326";"0.0316";"0.0316";"10/01/2019 17:03";"CET";"23000";"731.80"
"FONC. VOLTA NV19";"FR0013391828";"SPENV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"FONCIERE 7 INVEST";"FR0000065930";"LEBL";"Euronext Paris";"EUR";"2.00";"2.00";"2.00";"2.00";"13/12/2018 16:30";"CET";"1";"2.00"
"FONCIERE ATLAND";"FR0000064362";"FATL";"Euronext Paris";"EUR";"113.00";"113.00";"113.00";"113.00";"10/01/2019 09:00";"CET";"1";"113.00"
"FONCIERE EURIS";"FR0000038499";"EURS";"Euronext Paris";"EUR";"29.00";"29.60";"29.00";"29.60";"10/01/2019 16:32";"CET";"294";"8691.00"
"FONCIERE INEA";"FR0010341032";"INEA";"Euronext Paris";"EUR";"38.50";"38.50";"38.50";"38.50";"10/01/2019 17:35";"CET";"113";"4350.50"
"FONCIERE LYONNAISE";"FR0000033409";"FLY";"Euronext Paris";"EUR";"60.00";"60.00";"59.80";"59.80";"10/01/2019 17:35";"CET";"155";"9279.00"
"FONCIERE VINDI";"FR0011605617";"MLVIN";"Euronext Access Paris";"EUR";"0.91";"0.91";"0.91";"0.91";"20/11/2018 11:30";"CET";"100";"91.00"
"FONCIERE VOLTA";"FR0000053944";"SPEL";"Euronext Paris";"EUR";"3.98";"3.98";"3.98";"3.98";"04/01/2019 11:30";"CET";"304";"1209.92"
"FOOT LOCKER";"US3448491049";"FOOTL";"Traded not listed Brussels";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"FORESTIERE EQUAT.";"CI0000053161";"FORE";"Euronext Paris";"EUR";"750.00";"750.00";"750.00";"750.00";"28/06/2018 16:30";"CET";"85";"63750.00"
"FORFARMERS";"NL0011832811";"FFARM";"Euronext Amsterdam";"EUR";"8.38";"8.47";"8.35";"8.44";"10/01/2019 17:35";"CET";"26382";"222188.87"
"FOUNTAIN";"BE0003752665";"FOU";"Euronext Brussels";"EUR";"1.01";"1.01";"1.01";"1.01";"09/01/2019 11:30";"CET";"286";"288.86"
"FOUNTAINE PAJOT";"FR0010485268";"ALFPC";"Euronext Growth Paris";"EUR";"102.50";"103.50";"100.50";"102.50";"10/01/2019 17:35";"CET";"1618";"165620.50"
"FRANCAISE ENERGIE";"FR0013030152";"LFDE";"Euronext Paris";"EUR";"13.10";"13.15";"12.80";"13.15";"10/01/2019 17:35";"CET";"2818";"36787.75"
"FRANCE TOURISME";"FR0010823724";"MLFTI";"Euronext Access Paris";"EUR";"0.0305";"0.0305";"0.0305";"0.0305";"10/01/2019 11:30";"CET";"120";"3.66"
"FREELANCE.COM";"FR0004187367";"ALFRE";"Euronext Growth Paris";"EUR";"1.80";"1.80";"1.78";"1.78";"10/01/2019 16:30";"CET";"1001";"1781.80"
"FREY";"FR0010588079";"FREY";"Euronext Paris";"EUR";"27.20";"27.20";"27.20";"27.20";"10/01/2019 17:08";"CET";"38";"1033.60"
"FROMAGERIES BEL";"FR0000121857";"FBEL";"Euronext Paris";"EUR";"318.00";"318.00";"316.00";"316.00";"10/01/2019 16:30";"CET";"562";"178696.00"
